,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ALTO BENI,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CAMARGO,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHALLAPATA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,4,0,1,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CKOCHAS,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COBIJA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,4,5,20,12,0,1,24,18,42
COLCAPIRHUA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
COLLANA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3
COLOMI,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COMARAPA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,3,2,20,36,0,4,23,42,65
EL TORNO,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ICLA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,2,4,13,11,1,0,16,15,31
MAPIRI,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MIZQUE,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTEAGUDO,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,3,8,0,0,3,8,11
POROMA,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POSTRER VALLE,infecc. de transmision sexual,ulcera genital,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
