,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ACHOCALLA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AIQUILE,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ANTEQUERA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARBIETO,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,5,7
ARQUE,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BATALLAS,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BAURES,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BERMEJO,inmunoprevenibles,varicela,2019-01-01,0,1,2,2,5,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,21
BETANZOS,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4
BOLIVAR,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
BOYUIBE,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CALAMARCA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,4,9
CAPINOTA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CARACOLLO,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
CARANAVI,inmunoprevenibles,varicela,2019-01-01,0,0,1,1,3,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,5,8,13
CARAPARI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
CATACORA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,5
CHAQUI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHARAGUA,inmunoprevenibles,varicela,2019-01-01,0,0,0,2,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,4,6,10
CHAYANTA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CHIMORE,inmunoprevenibles,varicela,2019-01-01,0,1,0,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,9
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COBIJA,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
COCHABAMBA,inmunoprevenibles,varicela,2019-01-01,0,0,9,2,17,21,10,8,7,5,2,1,5,7,0,0,0,0,0,0,50,44,94
COLCAPIRHUA,inmunoprevenibles,varicela,2019-01-01,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,4,9
COLOMI,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLQUENCHA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3
COMARAPA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COROICO,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CORQUE,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COTOCA,inmunoprevenibles,varicela,2019-01-01,0,0,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CUATRO CAÑADAS,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CULPINA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURAHUARA DE CARANGAS,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,varicela,2019-01-01,2,1,3,1,10,6,14,4,8,5,6,10,2,9,2,0,0,0,0,0,47,36,83
EL PUENTE(STC),inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(TJA),inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,3,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,4,6,10
ENTRE RIOS TRJ,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ENTRE RIOS CBBA,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,7,12
EXALTACION,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,inmunoprevenibles,varicela,2019-01-01,1,0,2,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
GENERAL SAAVEDRA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GUANAY,inmunoprevenibles,varicela,2019-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GUAQUI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
GUAYARAMERIN,inmunoprevenibles,varicela,2019-01-01,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,6
GUTIERREZ,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,3,5
HUATAJATA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUAYLLAMARCA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUMANATA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
INQUISIVI,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JESUS DE MACHACA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA ASUNTA,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
LA GUARDIA,inmunoprevenibles,varicela,2019-01-01,0,1,0,2,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,13
LA PAZ,inmunoprevenibles,varicela,2019-01-01,0,1,5,3,13,17,4,9,12,6,6,10,13,19,1,2,2,1,1,0,57,68,125
LAJA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
LLICA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MACHARETI,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
MAGDALENA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,11
MAIRANA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,inmunoprevenibles,varicela,2019-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
MECAPACA,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,3,5
MIZQUE,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,inmunoprevenibles,varicela,2019-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MONTERO,inmunoprevenibles,varicela,2019-01-01,0,0,3,2,10,4,1,4,1,0,0,1,1,2,0,0,0,0,0,1,16,14,30
NACEBE (SANTA ROSA DEL ABUNA),inmunoprevenibles,varicela,2019-01-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
