,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
CARACOLLO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,2,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,6,3,9
CONCEPCION,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTOCA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
EL ALTO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,3,5
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3,2,5
MAGDALENA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,2,0,8,22,1,4,1,0,0,0,12,26,38
SAN JOAQUIN,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,1,0,0,1,2,0,0,1,0,2,1,3,5,0,1,1,0,3,0,11,10,21
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,0,5,2,7
TIQUIPAYA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA MONTES,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,inmunoprevenibles,hepatitis viral b o c*,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ACACIO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
COBIJA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,7,2,9
EL ALTO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,2,1,2,0,4,7,11
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
ORURO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,1,0,0,1,1,9,28,1,4,0,0,0,0,11,34,45
SAN IGNACIO DE VELASCO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ANA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,3,1,3,6,8,14
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,2,6,2,8
TARABUCO,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TIQUIPAYA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TUPIZA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,inmunoprevenibles,hepatitis viral b o c*,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AZURDUY,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,2,0,0,2,2,2,0,1,0,1,0,0,2,0,0,0,0,6,6,12
EL ALTO,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,4,1,5
GUAYARAMERIN,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
ICLA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,2,5,3,8
MAGDALENA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
ORURO,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
QUILLACOLLO,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,2,0,0,0,0,0,6,1,51,19,4,2,2,1,2,0,67,23,90
SAN IGNACIO DE VELASCO,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,1,1,0,1,0,9,3,12
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,4
TIQUIPAYA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VIACHA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
YACUIBA,inmunoprevenibles,hepatitis viral b o c*,2019-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2019-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,inmunoprevenibles,hepatitis viral b o c*,2019-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2019-04-01,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,3,3,6
EL ALTO,inmunoprevenibles,hepatitis viral b o c*,2019-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
GUTIERREZ,inmunoprevenibles,hepatitis viral b o c*,2019-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
