municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
AIQUILE,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,5,0.0,2,0.0,7,,
ANZALDO,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
AZURDUY,otras infecciones,malaria,2006-01-01,1,0.0,44,0.0,101,0.0,129,0.0,15,0.0,290,,
BAURES,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
BELLA FLOR,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,0,0.0,2,0.0,0,0.0,3,,
BERMEJO,otras infecciones,malaria,2006-01-01,0,0.0,18,0.0,52,0.0,110,0.0,1,0.0,181,,
BUENA VISTA,otras infecciones,malaria,2006-01-01,0,0.0,2,0.0,3,0.0,6,0.0,3,0.0,14,,
CABEZAS,otras infecciones,malaria,2006-01-01,0,0.0,2,0.0,1,0.0,4,0.0,1,0.0,8,,
CARANAVI,otras infecciones,malaria,2006-01-01,1,0.0,0,0.0,7,0.0,28,0.0,2,0.0,38,,
CARAPARI,otras infecciones,malaria,2006-01-01,3,0.0,3,0.0,19,0.0,32,0.0,3,0.0,60,,
CHARAGUA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
CHIMORE,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,5,,0,0.0,5,,
COBIJA,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,0,0.0,15,0.0,1,0.0,17,,
COLOMI,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
COTAGAITA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
CULPINA,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,1,0.0,4,0.0,0,0.0,6,,
EL TORNO,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,0,0.0,3,0.0,0,0.0,4,,
ENTRE RIOS,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
ENTRE RIOS,otras infecciones,malaria,2006-01-01,1,0.0,2,0.0,2,0.0,9,0.0,0,0.0,14,,
EUREKA (SANTOS MERCADO),otras infecciones,malaria,2006-01-01,0,0.0,6,0.0,25,0.0,39,0.0,0,0.0,70,,
FILADELFIA,otras infecciones,malaria,2006-01-01,0,0.0,13,0.0,13,0.0,20,0.0,2,0.0,48,,
GUANAY,otras infecciones,malaria,2006-01-01,4,0.0,10,0.0,39,0.0,106,0.0,5,0.0,164,,
GUAYARAMERIN,otras infecciones,malaria,2006-01-01,38,0.0,171,0.0,559,0.0,1032,0.0,93,0.0,1893,,
HUACARETA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,7,0.0,9,0.0,0,0.0,16,,
ICLA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
INCAHUASI,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,2,0.0,7,0.0,0,0.0,9,,
IXIAMAS,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,3,,
LA ASUNTA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,9,0.0,70,0.0,1,0.0,80,,
LA GUARDIA,otras infecciones,malaria,2006-01-01,0,0.0,2,0.0,4,0.0,2,0.0,0,0.0,8,,
LA PAZ,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,75,0.0,3,0.0,78,,
LAGUNILLAS,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
MACHARETI,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
MAPIRI,otras infecciones,malaria,2006-01-01,2,0.0,8,0.0,13,0.0,40,0.0,4,0.0,67,,
MIZQUE,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,2,0.0,2,0.0,0,0.0,4,,
MOJOCOYA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,3,,0,0.0,3,,
MONTEAGUDO,otras infecciones,malaria,2006-01-01,4,0.0,24,0.0,41,0.0,65,0.0,6,0.0,140,,
NUEVO MANOA (NUEVA ESPERANZA),otras infecciones,malaria,2006-01-01,0,0.0,3,0.0,12,0.0,32,0.0,1,0.0,48,,
OMEREQUE,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
PADCAYA,otras infecciones,malaria,2006-01-01,1,0.0,3,0.0,9,0.0,23,0.0,0,0.0,36,,
PADILLA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,1,0.0,7,0.0,0,0.0,8,,
PALOS BLANCOS,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,3,0.0,26,0.0,1,0.0,31,,
POJO (CBBA),otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,4,,0,0.0,4,,
POROMA,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,6,0.0,11,0.0,1,0.0,19,,
PORONGO,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,6,0.0,10,0.0,1,0.0,18,,
PORVENIR,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,1,0.0,5,0.0,0,0.0,6,,
PUERTO GONZALO MORENO,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,2,,0,0.0,2,,
PUERTO RICO,otras infecciones,malaria,2006-01-01,0,0.0,10,0.0,7,0.0,34,0.0,2,0.0,53,,
QUILLACOLLO,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
RIBERALTA,otras infecciones,malaria,2006-01-01,86,0.0,387,0.0,1046,0.0,2352,0.0,130,0.0,4001,,
SACABA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN BORJA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,3,,
SAN BUENA VENTURA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,,
SAN IGNACIO,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,1,,0,0.0,0,0.0,1,,
SAN IGNACIO DE VELASCO,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,2,0.0,16,0.0,0,0.0,19,,
SAN LORENZO(PND),otras infecciones,malaria,2006-01-01,0,0.0,2,0.0,4,0.0,13,0.0,2,0.0,21,,
SAN LUCAS,otras infecciones,malaria,2006-01-01,0,0.0,1,0.0,0,0.0,2,0.0,1,0.0,4,,
SAN PEDRO,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,,
SAN PEDRO DE BUENA VISTA,otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,2,0.0,7,0.0,3,0.0,12,,
SAN PEDRO(PND),otras infecciones,malaria,2006-01-01,0,0.0,0,0.0,2,0.0,3,0.0,0,0.0,5,,
