municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,otras infecciones,ira sin neumonia,2006-01-01,25,0,35,0,12,0.0,31,0.0,6,0.0,109,,
ACHACACHI,otras infecciones,ira sin neumonia,2006-01-01,52,0,87,0,16,0.0,113,0.0,19,0.0,287,,
ACHOCALLA,otras infecciones,ira sin neumonia,2006-01-01,2,0,6,0,0,0.0,17,0.0,0,0.0,25,,
AIQUILE,otras infecciones,ira sin neumonia,2006-01-01,58,0,76,0,33,0.0,59,0.0,31,0.0,257,,
ALALAY,otras infecciones,ira sin neumonia,2006-01-01,4,0,11,0,0,0.0,6,0.0,0,0.0,21,,
ALCALA,otras infecciones,ira sin neumonia,2006-01-01,26,0,59,0,10,0.0,39,0.0,9,0.0,143,,
ANCORAIMES,otras infecciones,ira sin neumonia,2006-01-01,45,0,117,0,0,0.0,37,0.0,10,0.0,209,,
ANDAMARCA,otras infecciones,ira sin neumonia,2006-01-01,5,0,21,0,11,0.0,32,0.0,10,0.0,79,,
ANTEQUERA,otras infecciones,ira sin neumonia,2006-01-01,3,0,3,0,0,0.0,0,0.0,0,0.0,6,,
ANZALDO,otras infecciones,ira sin neumonia,2006-01-01,11,0,19,0,2,0.0,10,0.0,6,0.0,48,,
APOLO,otras infecciones,ira sin neumonia,2006-01-01,54,0,65,0,10,0.0,44,0.0,8,0.0,181,,
ARAMPAMPA,otras infecciones,ira sin neumonia,2006-01-01,24,0,48,0,4,0.0,22,0.0,3,0.0,101,,
ARANI,otras infecciones,ira sin neumonia,2006-01-01,17,0,40,0,3,0.0,1,0.0,4,0.0,65,,
ARBIETO,otras infecciones,ira sin neumonia,2006-01-01,11,0,28,0,8,0.0,13,0.0,1,0.0,61,,
ARQUE,otras infecciones,ira sin neumonia,2006-01-01,49,0,82,0,7,0.0,58,0.0,7,0.0,203,,
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2006-01-01,93,0,128,0,10,0.0,37,0.0,6,0.0,274,,
ATOCHA,otras infecciones,ira sin neumonia,2006-01-01,126,0,204,0,165,0.0,457,0.0,44,0.0,996,,
AUCAPATA,otras infecciones,ira sin neumonia,2006-01-01,5,0,15,0,4,0.0,25,0.0,7,0.0,56,,
AYATA,otras infecciones,ira sin neumonia,2006-01-01,31,0,44,0,6,0.0,21,0.0,7,0.0,109,,
AYO AYO,otras infecciones,ira sin neumonia,2006-01-01,5,0,12,0,5,0.0,26,0.0,2,0.0,50,,
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2006-01-01,102,0,181,0,26,0.0,57,0.0,12,0.0,378,,
AZURDUY,otras infecciones,ira sin neumonia,2006-01-01,76,0,234,0,25,0.0,127,0.0,9,0.0,471,,
BATALLAS,otras infecciones,ira sin neumonia,2006-01-01,13,0,23,0,5,0.0,29,0.0,10,0.0,80,,
BAURES,otras infecciones,ira sin neumonia,2006-01-01,31,0,35,0,6,0.0,16,0.0,4,0.0,92,,
BELEN DE ANDAMARCA,otras infecciones,ira sin neumonia,2006-01-01,6,0,2,0,2,0.0,6,0.0,0,0.0,16,,
BELEN DE URMIRI,otras infecciones,ira sin neumonia,2006-01-01,12,0,39,0,2,0.0,27,0.0,3,0.0,83,,
BELLA FLOR,otras infecciones,ira sin neumonia,2006-01-01,15,0,26,0,7,0.0,5,0.0,0,0.0,53,,
BERMEJO,otras infecciones,ira sin neumonia,2006-01-01,195,0,316,0,112,0.0,149,0.0,48,0.0,820,,
BETANZOS,otras infecciones,ira sin neumonia,2006-01-01,131,0,233,0,77,0.0,239,0.0,79,0.0,759,,
BOLIVAR,otras infecciones,ira sin neumonia,2006-01-01,37,0,67,0,2,0.0,26,0.0,5,0.0,137,,
BOLPEBRA,otras infecciones,ira sin neumonia,2006-01-01,7,0,16,0,4,0.0,3,0.0,3,0.0,33,,
BOYUIBE,otras infecciones,ira sin neumonia,2006-01-01,18,0,42,0,9,0.0,30,0.0,2,0.0,101,,
BUENA VISTA,otras infecciones,ira sin neumonia,2006-01-01,74,0,119,0,40,0.0,50,0.0,19,0.0,302,,
CABEZAS,otras infecciones,ira sin neumonia,2006-01-01,103,0,158,0,60,0.0,103,0.0,7,0.0,431,,
CAIROMA,otras infecciones,ira sin neumonia,2006-01-01,45,0,67,0,11,0.0,43,0.0,8,0.0,174,,
"CAIZA ""D""",otras infecciones,ira sin neumonia,2006-01-01,30,0,52,0,17,0.0,62,0.0,17,0.0,178,,
CAJUATA,otras infecciones,ira sin neumonia,2006-01-01,34,0,30,0,22,0.0,29,0.0,3,0.0,118,,
CALACOTO,otras infecciones,ira sin neumonia,2006-01-01,14,0,21,0,26,0.0,33,0.0,9,0.0,103,,
CALAMARCA,otras infecciones,ira sin neumonia,2006-01-01,26,0,65,0,11,0.0,36,0.0,5,0.0,143,,
CAMARGO,otras infecciones,ira sin neumonia,2006-01-01,93,0,149,0,52,0.0,135,0.0,66,0.0,495,,
CAMATAQUI (C. VILLA ABECIA),otras infecciones,ira sin neumonia,2006-01-01,22,0,33,0,4,0.0,21,0.0,3,0.0,83,,
CAMIRI,otras infecciones,ira sin neumonia,2006-01-01,146,0,279,0,102,0.0,135,0.0,143,0.0,805,,
CAPINOTA,otras infecciones,ira sin neumonia,2006-01-01,68,0,120,0,69,0.0,130,0.0,28,0.0,415,,
CAQUIAVIRI,otras infecciones,ira sin neumonia,2006-01-01,5,0,14,0,7,0.0,22,0.0,9,0.0,57,,
CARACOLLO,otras infecciones,ira sin neumonia,2006-01-01,28,0,67,0,18,0.0,35,0.0,20,0.0,168,,
CARANAVI,otras infecciones,ira sin neumonia,2006-01-01,102,0,163,0,63,0.0,114,0.0,26,0.0,468,,
CARANGAS,otras infecciones,ira sin neumonia,2006-01-01,4,0,1,0,2,0.0,11,0.0,0,0.0,18,,
CARAPARI,otras infecciones,ira sin neumonia,2006-01-01,34,0,64,0,16,0.0,67,0.0,8,0.0,189,,
CARIPUYO,otras infecciones,ira sin neumonia,2006-01-01,56,0,176,0,3,0.0,62,0.0,3,0.0,300,,
CARMEN RIVERO TORREZ,otras infecciones,ira sin neumonia,2006-01-01,10,0,25,0,4,0.0,5,0.0,0,0.0,44,,
CATACORA,otras infecciones,ira sin neumonia,2006-01-01,0,0,1,0,2,0.0,1,0.0,0,0.0,4,,
CHACARILLA,otras infecciones,ira sin neumonia,2006-01-01,0,0,2,0,0,0.0,4,0.0,0,0.0,6,,
CHALLAPATA,otras infecciones,ira sin neumonia,2006-01-01,64,0,94,0,29,0.0,53,0.0,23,0.0,263,,
CHAQUI,otras infecciones,ira sin neumonia,2006-01-01,36,0,45,0,12,0.0,48,0.0,24,0.0,165,,
