municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,13,0.0,50,0.0,2,0,3,0.0,3,0.0,71,,
ACHACACHI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,33,0.0,78,0.0,8,0,21,0.0,9,0.0,149,,
ACHOCALLA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,6,0.0,10,0.0,0,0,0,0.0,0,0.0,16,,
AIQUILE,otras infecciones,enfermedad  diarreica aguda,2006-01-01,36,0.0,72,0.0,15,0,21,0.0,10,0.0,154,,
ALALAY,otras infecciones,enfermedad  diarreica aguda,2006-01-01,3,0.0,6,0.0,0,0,0,0.0,0,0.0,9,,
ALCALA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,20,0.0,38,0.0,3,0,8,0.0,2,0.0,71,,
ANCORAIMES,otras infecciones,enfermedad  diarreica aguda,2006-01-01,11,0.0,55,0.0,1,0,8,0.0,9,0.0,84,,
ANDAMARCA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,2,0.0,21,0.0,2,0,3,0.0,4,0.0,32,,
ANTEQUERA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,3,0.0,1,0.0,3,0,3,0.0,1,0.0,11,,
ANZALDO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,8,0.0,28,0.0,2,0,2,0.0,0,0.0,40,,
APOLO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,34,0.0,63,0.0,7,0,11,0.0,4,0.0,119,,
ARAMPAMPA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,10,0.0,42,0.0,1,0,2,0.0,2,0.0,57,,
ARANI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,7,0.0,24,0.0,1,0,5,0.0,2,0.0,39,,
ARBIETO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,2,0.0,25,0.0,1,0,3,0.0,0,0.0,31,,
ARQUE,otras infecciones,enfermedad  diarreica aguda,2006-01-01,19,0.0,42,0.0,1,0,7,0.0,2,0.0,71,,
ASCENCION DE GUARAYOS,otras infecciones,enfermedad  diarreica aguda,2006-01-01,54,0.0,71,0.0,11,0,20,0.0,1,0.0,157,,
ATOCHA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,32,0.0,124,0.0,55,0,98,0.0,11,0.0,320,,
AUCAPATA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,6,0.0,19,0.0,2,0,1,0.0,3,0.0,31,,
AYATA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,21,0.0,45,0.0,2,0,1,0.0,3,0.0,72,,
AYO AYO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,10,0.0,5,0.0,2,0,7,0.0,1,0.0,25,,
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,enfermedad  diarreica aguda,2006-01-01,44,0.0,114,0.0,6,0,9,0.0,2,0.0,175,,
AZURDUY,otras infecciones,enfermedad  diarreica aguda,2006-01-01,68,0.0,182,0.0,9,0,34,0.0,3,0.0,296,,
BATALLAS,otras infecciones,enfermedad  diarreica aguda,2006-01-01,8,0.0,20,0.0,4,0,6,0.0,0,0.0,38,,
BAURES,otras infecciones,enfermedad  diarreica aguda,2006-01-01,5,0.0,16,0.0,2,0,5,0.0,2,0.0,30,,
BELEN DE ANDAMARCA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,2,0.0,3,0.0,0,0,5,0.0,3,0.0,13,,
BELEN DE URMIRI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,3,0.0,20,0.0,1,0,3,0.0,3,0.0,30,,
BELLA FLOR,otras infecciones,enfermedad  diarreica aguda,2006-01-01,1,0.0,5,0.0,2,0,1,0.0,0,0.0,9,,
BERMEJO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,94,0.0,107,0.0,34,0,52,0.0,14,0.0,301,,
BETANZOS,otras infecciones,enfermedad  diarreica aguda,2006-01-01,50,0.0,188,0.0,16,0,41,0.0,22,0.0,317,,
BOLIVAR,otras infecciones,enfermedad  diarreica aguda,2006-01-01,18,0.0,56,0.0,3,0,3,0.0,1,0.0,81,,
BOLPEBRA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,1,0.0,11,0.0,4,0,3,0.0,3,0.0,22,,
BOYUIBE,otras infecciones,enfermedad  diarreica aguda,2006-01-01,13,0.0,18,0.0,1,0,5,0.0,1,0.0,38,,
BUENA VISTA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,49,0.0,53,0.0,3,0,13,0.0,3,0.0,121,,
CABEZAS,otras infecciones,enfermedad  diarreica aguda,2006-01-01,82,0.0,103,0.0,25,0,46,0.0,5,0.0,261,,
CAIROMA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,25,0.0,60,0.0,5,0,14,0.0,4,0.0,108,,
"CAIZA ""D""",otras infecciones,enfermedad  diarreica aguda,2006-01-01,13,0.0,45,0.0,7,0,23,0.0,4,0.0,92,,
CAJUATA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,33,0.0,40,0.0,14,0,12,0.0,8,0.0,107,,
CALACOTO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,6,0.0,16,0.0,6,0,2,0.0,7,0.0,37,,
CALAMARCA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,14,0.0,66,0.0,4,0,9,0.0,3,0.0,96,,
CAMARGO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,60,0.0,118,0.0,24,0,55,0.0,37,0.0,294,,
CAMATAQUI (C. VILLA ABECIA),otras infecciones,enfermedad  diarreica aguda,2006-01-01,5,0.0,36,0.0,5,0,17,0.0,5,0.0,68,,
CAMIRI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,98,0.0,183,0.0,45,0,78,0.0,63,0.0,467,,
CAPINOTA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,61,0.0,121,0.0,15,0,40,0.0,10,0.0,247,,
CAQUIAVIRI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,3,0.0,14,0.0,4,0,4,0.0,7,0.0,32,,
CARACOLLO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,19,0.0,48,0.0,10,0,10,0.0,11,0.0,98,,
CARANAVI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,70,0.0,140,0.0,13,0,40,0.0,12,0.0,275,,
CARANGAS,otras infecciones,enfermedad  diarreica aguda,2006-01-01,1,0.0,1,0.0,6,0,0,0.0,1,0.0,9,,
CARAPARI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,36,0.0,56,0.0,18,0,19,0.0,8,0.0,137,,
CARIPUYO,otras infecciones,enfermedad  diarreica aguda,2006-01-01,29,0.0,110,0.0,2,0,11,0.0,0,0.0,152,,
CARMEN RIVERO TORREZ,otras infecciones,enfermedad  diarreica aguda,2006-01-01,10,0.0,14,0.0,1,0,0,0.0,1,0.0,26,,
CHACARILLA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,0,0.0,3,,0,0,0,0.0,0,0.0,3,,
CHALLAPATA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,58,0.0,97,0.0,14,0,21,0.0,14,0.0,204,,
CHAQUI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,17,0.0,59,0.0,1,0,5,0.0,1,0.0,83,,
CHARAGUA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,56,0.0,138,0.0,10,0,22,0.0,7,0.0,233,,
CHARAÑA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,2,0.0,2,0.0,1,0,5,0.0,0,0.0,10,,
CHAYANTA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,42,0.0,79,0.0,5,0,16,0.0,4,0.0,146,,
CHIMORE,otras infecciones,enfermedad  diarreica aguda,2006-01-01,90,0.0,99,0.0,5,0,19,0.0,0,0.0,213,,
CHIPAYA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,9,0.0,5,0.0,2,0,4,0.0,3,0.0,23,,
CHOQUE COTA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,1,0.0,2,0.0,2,0,6,0.0,1,0.0,12,,
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,enfermedad  diarreica aguda,2006-01-01,22,0.0,51,0.0,4,0,7,0.0,3,0.0,87,,
CHUMA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,18,0.0,48,0.0,5,0,7,0.0,1,0.0,79,,
CLIZA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,19,0.0,24,0.0,4,0,7,0.0,2,0.0,56,,
COBIJA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,60,0.0,99,0.0,10,0,19,0.0,4,0.0,192,,
COCHABAMBA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,1010,0.0,1567,0.0,522,0,731,0.0,222,0.0,4052,,
COLCAPIRHUA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,29,0.0,62,0.0,16,0,3,0.0,3,0.0,113,,
"COLCHA ""K""",otras infecciones,enfermedad  diarreica aguda,2006-01-01,9,0.0,48,0.0,8,0,26,0.0,14,0.0,105,,
COLLANA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,2,0.0,3,0.0,0,0,2,0.0,3,0.0,10,,
COLOMI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,35,0.0,64,0.0,5,0,13,0.0,1,0.0,118,,
COLPA BELGICA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,15,0.0,26,0.0,0,0,1,0.0,0,0.0,42,,
COLQUECHACA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,95,0.0,324,0.0,10,0,28,0.0,16,0.0,473,,
COLQUENCHA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,7,0.0,26,0.0,3,0,3,0.0,7,0.0,46,,
COLQUIRI,otras infecciones,enfermedad  diarreica aguda,2006-01-01,50,0.0,73,0.0,5,0,12,0.0,7,0.0,147,,
COMANCHE,otras infecciones,enfermedad  diarreica aguda,2006-01-01,0,0.0,5,0.0,0,0,0,0.0,1,0.0,6,,
COMARAPA,otras infecciones,enfermedad  diarreica aguda,2006-01-01,50,0.0,96,0.0,9,0,39,0.0,14,0.0,208,,
