,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,sobrepeso (s),2008-01-01,14,6,7,2,6,12,0,0,27,20,47
AIQUILE,estado nutricional,sobrepeso (s),2008-01-01,0,0,53,68,25,18,0,0,78,86,164
ALALAY,estado nutricional,sobrepeso (s),2008-01-01,0,0,4,0,3,0,0,0,7,0,7
ALCALA,estado nutricional,sobrepeso (s),2008-01-01,5,6,0,2,1,0,0,0,6,8,14
ANCORAIMES,estado nutricional,sobrepeso (s),2008-01-01,6,0,0,0,2,1,0,0,8,1,9
ANDAMARCA,estado nutricional,sobrepeso (s),2008-01-01,6,0,2,3,1,5,1,0,10,8,18
ANTEQUERA,estado nutricional,sobrepeso (s),2008-01-01,0,0,0,0,0,0,12,0,12,0,12
ANZALDO,estado nutricional,sobrepeso (s),2008-01-01,2,0,5,1,1,0,0,0,8,1,9
APOLO,estado nutricional,sobrepeso (s),2008-01-01,12,11,14,9,9,1,0,0,35,21,56
ARAMPAMPA,estado nutricional,sobrepeso (s),2008-01-01,0,3,0,1,0,0,0,0,0,4,4
ARANI,estado nutricional,sobrepeso (s),2008-01-01,6,8,3,2,4,5,0,0,13,15,28
ARBIETO,estado nutricional,sobrepeso (s),2008-01-01,6,6,4,0,1,0,0,0,11,6,17
ASCENCION DE GUARAYOS,estado nutricional,sobrepeso (s),2008-01-01,0,0,9,1,0,0,0,0,9,1,10
ATOCHA,estado nutricional,sobrepeso (s),2008-01-01,12,11,8,5,7,9,17,0,44,25,69
AUCAPATA,estado nutricional,sobrepeso (s),2008-01-01,1,0,0,0,0,6,0,0,1,6,7
AYATA,estado nutricional,sobrepeso (s),2008-01-01,2,0,4,1,2,0,0,0,8,1,9
AYO AYO,estado nutricional,sobrepeso (s),2008-01-01,0,1,2,0,0,0,0,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,sobrepeso (s),2008-01-01,4,0,0,2,4,1,0,0,8,3,11
AZURDUY,estado nutricional,sobrepeso (s),2008-01-01,0,0,3,2,1,0,0,0,4,2,6
BATALLAS,estado nutricional,sobrepeso (s),2008-01-01,9,5,3,8,7,5,31,0,50,18,68
BAURES,estado nutricional,sobrepeso (s),2008-01-01,6,3,10,3,3,3,0,0,19,9,28
BELEN DE URMIRI,estado nutricional,sobrepeso (s),2008-01-01,1,0,1,0,0,0,0,0,2,0,2
BELLA FLOR,estado nutricional,sobrepeso (s),2008-01-01,4,3,0,0,1,0,0,0,5,3,8
BERMEJO,estado nutricional,sobrepeso (s),2008-01-01,8,6,0,1,3,4,11,0,22,11,33
BETANZOS,estado nutricional,sobrepeso (s),2008-01-01,14,16,6,5,14,17,8,0,42,38,80
BOLIVAR,estado nutricional,sobrepeso (s),2008-01-01,0,1,0,0,0,0,0,0,0,1,1
BOLPEBRA,estado nutricional,sobrepeso (s),2008-01-01,2,4,0,2,1,2,0,0,3,8,11
BOYUIBE,estado nutricional,sobrepeso (s),2008-01-01,0,0,6,6,2,2,0,0,8,8,16
BUENA VISTA,estado nutricional,sobrepeso (s),2008-01-01,3,4,26,19,15,18,0,0,44,41,85
CABEZAS,estado nutricional,sobrepeso (s),2008-01-01,13,9,24,23,26,8,0,0,63,40,103
CAIROMA,estado nutricional,sobrepeso (s),2008-01-01,2,4,2,1,0,0,0,0,4,5,9
"CAIZA ""D""",estado nutricional,sobrepeso (s),2008-01-01,3,0,0,1,0,0,0,0,3,1,4
CAJUATA,estado nutricional,sobrepeso (s),2008-01-01,27,20,14,7,28,20,14,0,83,47,130
CALAMARCA,estado nutricional,sobrepeso (s),2008-01-01,7,4,0,0,2,1,0,0,9,5,14
CAMARGO,estado nutricional,sobrepeso (s),2008-01-01,10,9,5,1,4,11,0,0,19,21,40
CAMIRI,estado nutricional,sobrepeso (s),2008-01-01,33,18,73,57,29,26,0,0,135,101,236
CARACOLLO,estado nutricional,sobrepeso (s),2008-01-01,6,4,4,3,9,13,1,0,20,20,40
CARAPARI,estado nutricional,sobrepeso (s),2008-01-01,33,18,8,2,1,3,0,0,42,23,65
CARIPUYO,estado nutricional,sobrepeso (s),2008-01-01,6,4,5,9,26,24,0,0,37,37,74
CARMEN RIVERO TORREZ,estado nutricional,sobrepeso (s),2008-01-01,0,0,6,10,3,1,0,0,9,11,20
CHACARILLA,estado nutricional,sobrepeso (s),2008-01-01,4,1,1,0,0,0,0,0,5,1,6
CHALLAPATA,estado nutricional,sobrepeso (s),2008-01-01,30,28,15,19,8,11,43,0,96,58,154
