municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,paralisis flacida aguda (polio),2014-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-01-01,0,1,0,0,0,0,1
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-01-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2014-01-01,0,0,1,0,0,0,1
TARIJA,sospecha diagnostica,paralisis flacida aguda (polio),2014-01-01,0,0,0,1,0,0,1
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda (polio),2014-01-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,0,0,2,0,0,2
EL ALTO,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,0,0,0,2,0,2
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,2,0,0,0,0,2
TARIJA,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,0,0,1,0,0,1
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-02-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,paralisis flacida aguda (polio),2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-03-01,0,0,1,1,0,0,2
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-03-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,paralisis flacida aguda (polio),2014-03-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2014-03-01,0,2,2,1,0,0,5
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-03-01,0,0,0,0,0,0,0
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-04-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2014-04-01,0,0,0,2,0,0,2
SUCRE,sospecha diagnostica,paralisis flacida aguda (polio),2014-04-01,0,0,1,0,0,0,1
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-04-01,0,0,0,0,0,0,0
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-05-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2014-05-01,0,0,0,1,0,0,1
TIRAQUE (CBBA),sospecha diagnostica,paralisis flacida aguda (polio),2014-05-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda (polio),2014-05-01,0,0,0,0,0,0,0
CHIMORE,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,0,0,1,0,0,1
HUACARETA,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,1,0,0,0,0,1
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,0,0,1,0,0,1
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda (polio),2014-06-01,0,0,0,0,0,0,0
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,paralisis flacida aguda (polio),2014-07-01,0,0,0,0,0,0,0
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-07-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,paralisis flacida aguda (polio),2014-07-01,0,1,0,0,0,0,1
PUNATA,sospecha diagnostica,paralisis flacida aguda (polio),2014-07-01,0,0,0,0,0,0,0
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-07-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda (polio),2014-07-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,1,0,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,0,0,0,0,0,0
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,0,0,0,0,0,0
PUNATA,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,1,0,0,1,0,2
SUCRE,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,0,1,0,0,0,1
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,0,0,0,0,0,0
YACUIBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-08-01,0,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,1,0,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,0,0,0,0,0,0
MIZQUE,sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,0,0,0,0,0,0
PUNATA,sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,0,0,0,0,0,0
SUCRE,sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,0,1,0,0,0,1
VILA VILA,sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,paralisis flacida aguda (polio),2014-09-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-10-01,0,0,0,1,0,0,1
PUNA,sospecha diagnostica,paralisis flacida aguda (polio),2014-10-01,0,0,0,1,0,0,1
CHARAGUA,sospecha diagnostica,paralisis flacida aguda (polio),2014-11-01,0,1,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-11-01,0,1,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,paralisis flacida aguda (polio),2014-11-01,0,1,0,0,0,0,1
ASCENCION DE GUARAYOS,sospecha diagnostica,paralisis flacida aguda (polio),2014-12-01,0,1,0,0,0,0,1
PORONGO,sospecha diagnostica,paralisis flacida aguda (polio),2014-12-01,0,1,0,0,0,0,1
YACUIBA,sospecha diagnostica,paralisis flacida aguda (polio),2014-12-01,1,0,0,0,0,0,1
