municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
BERMEJO,sospecha diagnostica,rabia canina,2014-01-01,0,0,1,0,0,0,1
COCHABAMBA,sospecha diagnostica,rabia canina,2014-01-01,0,2,0,0,0,0,2
COTOCA,sospecha diagnostica,rabia canina,2014-01-01,1,0,0,0,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2014-01-01,0,0,1,0,0,0,1
PORONGO,sospecha diagnostica,rabia canina,2014-01-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2014-01-01,0,10,1,0,0,0,11
SUCRE,sospecha diagnostica,rabia canina,2014-01-01,3,5,0,0,0,0,8
VILLA MONTES,sospecha diagnostica,rabia canina,2014-01-01,1,2,0,0,0,0,3
VILLAZON,sospecha diagnostica,rabia canina,2014-01-01,0,2,1,0,0,0,3
VINTO,sospecha diagnostica,rabia canina,2014-01-01,0,1,0,0,0,0,1
WARNES,sospecha diagnostica,rabia canina,2014-01-01,0,2,0,0,0,0,2
BUENA VISTA,sospecha diagnostica,rabia canina,2014-02-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,rabia canina,2014-02-01,0,1,0,0,0,0,1
LA GUARDIA,sospecha diagnostica,rabia canina,2014-02-01,2,0,0,0,0,0,2
LA PAZ,sospecha diagnostica,rabia canina,2014-02-01,1,0,0,0,0,0,1
MONTERO,sospecha diagnostica,rabia canina,2014-02-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2014-02-01,1,5,0,0,0,0,6
SACABA,sospecha diagnostica,rabia canina,2014-02-01,0,1,0,0,0,0,1
SIPE SIPE,sospecha diagnostica,rabia canina,2014-02-01,0,1,0,0,0,0,1
SORACACHI,sospecha diagnostica,rabia canina,2014-02-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,rabia canina,2014-02-01,8,9,0,0,0,0,17
BERMEJO,sospecha diagnostica,rabia canina,2014-03-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,rabia canina,2014-03-01,0,1,0,0,0,0,1
EL TORNO,sospecha diagnostica,rabia canina,2014-03-01,1,0,0,0,0,0,1
HUACARETA,sospecha diagnostica,rabia canina,2014-03-01,0,0,0,0,0,1,1
LA GUARDIA,sospecha diagnostica,rabia canina,2014-03-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,rabia canina,2014-03-01,2,7,1,0,0,0,10
QUILLACOLLO,sospecha diagnostica,rabia canina,2014-03-01,1,0,0,0,0,0,1
SAN CARLOS,sospecha diagnostica,rabia canina,2014-03-01,4,0,0,0,0,0,4
SAN JULIAN,sospecha diagnostica,rabia canina,2014-03-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia canina,2014-03-01,0,3,0,0,0,0,3
TARIJA,sospecha diagnostica,rabia canina,2014-03-01,0,0,1,0,0,0,1
VIACHA,sospecha diagnostica,rabia canina,2014-03-01,0,1,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,rabia canina,2014-03-01,2,2,0,0,0,0,4
VILLAZON,sospecha diagnostica,rabia canina,2014-03-01,0,1,1,1,0,0,3
VINTO,sospecha diagnostica,rabia canina,2014-03-01,0,1,0,0,0,0,1
WARNES,sospecha diagnostica,rabia canina,2014-03-01,0,1,0,0,0,0,1
BERMEJO,sospecha diagnostica,rabia canina,2014-04-01,0,1,0,0,0,0,1
CARAPARI,sospecha diagnostica,rabia canina,2014-04-01,0,3,0,0,0,0,3
HUACARETA,sospecha diagnostica,rabia canina,2014-04-01,0,0,0,1,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2014-04-01,0,0,1,0,0,0,1
MIZQUE,sospecha diagnostica,rabia canina,2014-04-01,1,0,0,0,0,0,1
ORURO,sospecha diagnostica,rabia canina,2014-04-01,2,3,1,0,0,0,6
POTOSI,sospecha diagnostica,rabia canina,2014-04-01,1,18,0,0,1,0,20
QUILLACOLLO,sospecha diagnostica,rabia canina,2014-04-01,0,1,0,0,0,0,1
SORACACHI,sospecha diagnostica,rabia canina,2014-04-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,rabia canina,2014-04-01,4,5,0,0,0,0,9
VILA VILA,sospecha diagnostica,rabia canina,2014-04-01,1,0,0,0,0,0,1
VILLA MONTES,sospecha diagnostica,rabia canina,2014-04-01,0,1,0,0,0,0,1
VILLAZON,sospecha diagnostica,rabia canina,2014-04-01,1,0,0,0,0,0,1
VINTO,sospecha diagnostica,rabia canina,2014-04-01,0,2,0,0,0,0,2
WARNES,sospecha diagnostica,rabia canina,2014-04-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,rabia canina,2014-05-01,1,1,0,0,0,0,2
LA GUARDIA,sospecha diagnostica,rabia canina,2014-05-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2014-05-01,0,0,1,0,0,0,1
ORURO,sospecha diagnostica,rabia canina,2014-05-01,1,1,2,0,0,0,4
POTOSI,sospecha diagnostica,rabia canina,2014-05-01,1,10,4,0,0,0,15
SORACACHI,sospecha diagnostica,rabia canina,2014-05-01,0,2,0,0,0,0,2
SUCRE,sospecha diagnostica,rabia canina,2014-05-01,0,16,1,0,0,0,17
VILLA MONTES,sospecha diagnostica,rabia canina,2014-05-01,2,0,0,0,0,0,2
YAPACANI,sospecha diagnostica,rabia canina,2014-05-01,0,0,0,0,2,0,2
LA GUARDIA,sospecha diagnostica,rabia canina,2014-06-01,1,0,0,0,0,0,1
LA PAZ,sospecha diagnostica,rabia canina,2014-06-01,0,0,1,0,0,0,1
ORURO,sospecha diagnostica,rabia canina,2014-06-01,1,1,0,0,0,0,2
POTOSI,sospecha diagnostica,rabia canina,2014-06-01,10,6,2,0,1,0,19
