municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,0,0,0
ASCENCION DE GUARAYOS,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
AZURDUY,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
BELLA FLOR,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
BOLPEBRA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
CABEZAS,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,1,0,0,1
CAMIRI,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
CARANAVI,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,1,1,0,2
CHARAGUA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,1,0,1,0,0,2
CHIMORE,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,3,2,0,5
COCHABAMBA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,1,0,0,1
CONCEPCION,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,1,0,0,1,0,2
CULPINA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,1,0,0,1
EL PUENTE(STC),sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
EL TORNO,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,4,1,5
ENTRE RIOS CBBA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,2,2,0,4
FERNANDEZ ALONSO,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,2,1,3
IXIAMAS,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,1,0,1
LA GUARDIA,sospecha diagnostica,mordedura de serpiente,2014-01-01,0,0,0,0,0,1,1
