municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,tos ferina,2014-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,tos ferina,2014-01-01,4,1,1,0,0,0,6
EL ALTO,sospecha diagnostica,tos ferina,2014-01-01,1,0,0,0,0,0,1
LA PAZ,sospecha diagnostica,tos ferina,2014-01-01,3,0,0,0,0,0,3
MIZQUE,sospecha diagnostica,tos ferina,2014-01-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,tos ferina,2014-01-01,2,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-01-01,4,1,0,1,0,0,6
SUCRE,sospecha diagnostica,tos ferina,2014-01-01,4,0,0,0,0,0,4
VILLA MONTES,sospecha diagnostica,tos ferina,2014-01-01,0,0,1,1,0,0,2
VILLA TUNARI,sospecha diagnostica,tos ferina,2014-01-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,tos ferina,2014-02-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,tos ferina,2014-02-01,2,0,0,0,0,0,2
EL ALTO,sospecha diagnostica,tos ferina,2014-02-01,2,0,0,0,0,0,2
LA PAZ,sospecha diagnostica,tos ferina,2014-02-01,0,1,0,0,0,0,1
MIZQUE,sospecha diagnostica,tos ferina,2014-02-01,0,0,0,0,0,0,0
MONTEAGUDO,sospecha diagnostica,tos ferina,2014-02-01,1,0,0,0,0,0,1
ORURO,sospecha diagnostica,tos ferina,2014-02-01,1,0,0,0,0,0,1
POTOSI,sospecha diagnostica,tos ferina,2014-02-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-02-01,2,0,1,0,0,0,3
SUCRE,sospecha diagnostica,tos ferina,2014-02-01,4,0,0,0,1,0,5
VILA VILA,sospecha diagnostica,tos ferina,2014-02-01,0,0,0,0,0,0,0
VINTO,sospecha diagnostica,tos ferina,2014-02-01,1,0,0,0,0,0,1
ALALAY,sospecha diagnostica,tos ferina,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,tos ferina,2014-03-01,3,2,0,0,0,0,5
EL ALTO,sospecha diagnostica,tos ferina,2014-03-01,6,0,0,0,0,0,6
MIZQUE,sospecha diagnostica,tos ferina,2014-03-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,tos ferina,2014-03-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-03-01,3,0,0,0,0,0,3
SUCRE,sospecha diagnostica,tos ferina,2014-03-01,7,0,0,0,0,0,7
TARIJA,sospecha diagnostica,tos ferina,2014-03-01,1,0,0,0,0,0,1
VILA VILA,sospecha diagnostica,tos ferina,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,tos ferina,2014-04-01,3,1,0,0,0,0,4
EL ALTO,sospecha diagnostica,tos ferina,2014-04-01,7,0,0,0,0,0,7
LA PAZ,sospecha diagnostica,tos ferina,2014-04-01,4,1,0,0,0,0,5
MIZQUE,sospecha diagnostica,tos ferina,2014-04-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,tos ferina,2014-04-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-04-01,5,0,0,0,0,0,5
SUCRE,sospecha diagnostica,tos ferina,2014-04-01,2,0,0,0,0,0,2
TARIJA,sospecha diagnostica,tos ferina,2014-04-01,1,0,0,0,0,0,1
TRINIDAD,sospecha diagnostica,tos ferina,2014-04-01,4,0,0,0,0,0,4
VILA VILA,sospecha diagnostica,tos ferina,2014-04-01,0,0,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),sospecha diagnostica,tos ferina,2014-05-01,1,0,0,0,0,0,1
COCHABAMBA,sospecha diagnostica,tos ferina,2014-05-01,1,0,0,0,0,0,1
EL ALTO,sospecha diagnostica,tos ferina,2014-05-01,14,3,0,0,0,0,17
LA PAZ,sospecha diagnostica,tos ferina,2014-05-01,5,1,0,0,0,0,6
MIZQUE,sospecha diagnostica,tos ferina,2014-05-01,0,0,0,0,0,0,0
PUERTO ACOSTA,sospecha diagnostica,tos ferina,2014-05-01,1,0,0,0,0,0,1
PUERTO CARABUCO,sospecha diagnostica,tos ferina,2014-05-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,tos ferina,2014-05-01,0,1,0,0,0,0,1
SUCRE,sospecha diagnostica,tos ferina,2014-05-01,4,0,0,0,0,0,4
TIRAQUE (CBBA),sospecha diagnostica,tos ferina,2014-05-01,0,0,0,0,0,0,0
