municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,peste,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA TUNARI,sospecha diagnostica,peste,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALALAY,sospecha diagnostica,peste,2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALALAY,sospecha diagnostica,peste,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIRAQUE (CBBA),sospecha diagnostica,peste,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA TUNARI,sospecha diagnostica,peste,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOLO,sospecha diagnostica,peste,2014-06-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MIZQUE,sospecha diagnostica,peste,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA TUNARI,sospecha diagnostica,peste,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,peste,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNATA,sospecha diagnostica,peste,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA TUNARI,sospecha diagnostica,peste,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,peste,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNATA,sospecha diagnostica,peste,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA TUNARI,sospecha diagnostica,peste,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,peste,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIZQUE,sospecha diagnostica,peste,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNATA,sospecha diagnostica,peste,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILA VILA,sospecha diagnostica,peste,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLA TUNARI,sospecha diagnostica,peste,2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
