municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,1,4,0,5
MACHARETI,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,0,0,0
RIBERALTA,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,1,0,1
SUCRE,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,1,0,1
TARIJA,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,1,2,0,3
TRINIDAD,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,7,1,8
VILLA TUNARI,sospecha diagnostica,leptospirosis,2014-01-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,0,0,0,0
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,0,2,0,2
MIZQUE,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,0,0,0,0
RIBERALTA,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,0,1,0,1
SUCRE,sospecha diagnostica,leptospirosis,2014-02-01,0,0,1,1,0,0,2
TRINIDAD,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,3,1,0,4
VILA VILA,sospecha diagnostica,leptospirosis,2014-02-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,0,5,0,5
HUACARETA,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,0,0,0,0
MONTEAGUDO,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,2,6,3,11
SAN RAMON BENI,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,2,3,0,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-03-01,0,1,0,0,2,0,3
TARIJA,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,0,2,0,2
TRINIDAD,sospecha diagnostica,leptospirosis,2014-03-01,0,0,5,18,23,0,46
VILA VILA,sospecha diagnostica,leptospirosis,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-04-01,1,0,0,2,1,0,4
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-04-01,0,0,2,16,33,13,64
MACHARETI,sospecha diagnostica,leptospirosis,2014-04-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,leptospirosis,2014-04-01,0,0,0,0,0,0,0
MONTEAGUDO,sospecha diagnostica,leptospirosis,2014-04-01,0,0,0,2,10,4,16
SAN RAMON BENI,sospecha diagnostica,leptospirosis,2014-04-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-04-01,0,0,0,1,1,1,3
TRINIDAD,sospecha diagnostica,leptospirosis,2014-04-01,0,0,2,12,16,0,30
VILA VILA,sospecha diagnostica,leptospirosis,2014-04-01,0,0,0,0,0,0,0
CABEZAS,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,1,0,0,1
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,4,0,4
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-05-01,0,0,2,23,32,7,64
MACHARETI,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,0,0,0
MONTEAGUDO,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,8,2,10
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,2,2,4
TIRAQUE (CBBA),sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,0,0,0
TRINIDAD,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,5,5,0,10
VILLA TUNARI,sospecha diagnostica,leptospirosis,2014-05-01,0,0,0,0,0,0,0
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-06-01,0,0,1,40,39,3,83
MIZQUE,sospecha diagnostica,leptospirosis,2014-06-01,0,0,0,0,0,0,0
SAN RAMON BENI,sospecha diagnostica,leptospirosis,2014-06-01,0,0,0,0,1,0,1
SANTA ANA,sospecha diagnostica,leptospirosis,2014-06-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-06-01,0,0,1,0,15,0,16
SUCRE,sospecha diagnostica,leptospirosis,2014-06-01,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,leptospirosis,2014-06-01,1,0,1,3,3,1,9
VILA VILA,sospecha diagnostica,leptospirosis,2014-06-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,leptospirosis,2014-06-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,1,1,0,2
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,0,0,0
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-07-01,0,0,2,31,34,5,72
MIZQUE,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,0,0,0
MONTEAGUDO,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,1,0,0,1
PORTACHUELO,sospecha diagnostica,leptospirosis,2014-07-01,0,1,1,0,3,0,5
PUNATA,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,0,0,0
SAN RAMON BENI,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,6,1,7
TRINIDAD,sospecha diagnostica,leptospirosis,2014-07-01,0,1,2,3,2,2,10
VILA VILA,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,leptospirosis,2014-07-01,0,0,0,0,1,0,1
COBIJA,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,0,0,0
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-08-01,0,0,2,10,19,0,31
MIZQUE,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,0,0,0
PUNATA,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,0,0,0
SAN ANDRES,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,1,0,1
SAN RAMON BENI,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-08-01,0,0,1,2,5,1,9
TRINIDAD,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,8,3,0,11
VILA VILA,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,leptospirosis,2014-08-01,0,0,0,0,0,0,0
COBIJA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,1,0,1
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,0,0,0
GUAYARAMERIN,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,2,6,0,8
MAGDALENA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,2,0,2
MIZQUE,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,0,0,0
PUNATA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,0,0,0
SAN RAMON BENI,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,4,0,4
SANTA ANA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,2,0,2
TRINIDAD,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,1,2,0,3
VILA VILA,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,leptospirosis,2014-09-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,leptospirosis,2014-10-01,0,0,0,1,1,0,2
