municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,sarampion / rubeola,2014-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2014-01-01,0,2,0,0,0,0,2
MACHARETI,sospecha diagnostica,sarampion / rubeola,2014-01-01,0,1,0,0,0,0,1
MIZQUE,sospecha diagnostica,sarampion / rubeola,2014-01-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2014-01-01,9,2,0,1,1,0,13
VILLA TUNARI,sospecha diagnostica,sarampion / rubeola,2014-01-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,sarampion / rubeola,2014-02-01,0,0,0,0,0,0,0
BERMEJO,sospecha diagnostica,sarampion / rubeola,2014-02-01,0,0,0,2,5,0,7
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2014-02-01,1,0,0,0,0,0,1
MIZQUE,sospecha diagnostica,sarampion / rubeola,2014-02-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,sarampion / rubeola,2014-02-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2014-02-01,11,3,1,0,0,0,15
SUCRE,sospecha diagnostica,sarampion / rubeola,2014-02-01,3,0,0,0,0,0,3
URIONDO (A. CONCEPCION),sospecha diagnostica,sarampion / rubeola,2014-02-01,1,0,0,0,0,0,1
VILA VILA,sospecha diagnostica,sarampion / rubeola,2014-02-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,sarampion / rubeola,2014-03-01,0,0,0,0,0,0,0
BERMEJO,sospecha diagnostica,sarampion / rubeola,2014-03-01,0,0,0,1,4,0,5
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2014-03-01,0,1,0,0,0,0,1
ENTRE RIOS TRJ,sospecha diagnostica,sarampion / rubeola,2014-03-01,0,1,0,0,0,0,1
MIZQUE,sospecha diagnostica,sarampion / rubeola,2014-03-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,sarampion / rubeola,2014-03-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2014-03-01,11,1,1,0,0,0,13
SICAYA,sospecha diagnostica,sarampion / rubeola,2014-03-01,1,0,0,0,0,0,1
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2014-03-01,1,1,0,0,0,0,2
VILA VILA,sospecha diagnostica,sarampion / rubeola,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2014-04-01,0,2,0,0,0,0,2
ENTRE RIOS TRJ,sospecha diagnostica,sarampion / rubeola,2014-04-01,0,1,0,0,0,0,1
LA PAZ,sospecha diagnostica,sarampion / rubeola,2014-04-01,0,0,0,1,0,0,1
MACHARETI,sospecha diagnostica,sarampion / rubeola,2014-04-01,0,0,1,0,1,1,3
