municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ALALAY,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-01-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-01-01,1,3,0,0,0,0,4
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,3,0,3
POTOSI,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-01-01,6,10,2,2,12,2,34
TARIJA,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,8,1,9
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2014-01-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,influenza / pandemica,2014-02-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-02-01,0,0,0,0,1,0,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-02-01,1,0,0,0,2,3,6
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-02-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,influenza / pandemica,2014-02-01,0,0,0,1,1,2,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-02-01,4,8,3,3,5,1,24
SUCRE,sospecha diagnostica,influenza / pandemica,2014-02-01,0,0,0,0,0,2,2
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-02-01,1,1,0,1,1,0,4
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-02-01,0,0,0,0,0,0,0
ALALAY,sospecha diagnostica,influenza / pandemica,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-03-01,0,1,0,0,0,0,1
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-03-01,4,7,0,0,1,4,16
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-03-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,influenza / pandemica,2014-03-01,0,0,0,2,2,0,4
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-03-01,18,19,8,7,7,0,59
SUCRE,sospecha diagnostica,influenza / pandemica,2014-03-01,0,0,0,0,1,2,3
TARIJA,sospecha diagnostica,influenza / pandemica,2014-03-01,0,0,0,0,1,0,1
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-03-01,2,0,0,0,0,0,2
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-03-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-04-01,0,1,0,1,1,0,3
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-04-01,21,20,1,1,5,10,58
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,0,1,0,1
POTOSI,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-04-01,30,38,5,6,17,2,98
SUCRE,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,0,4,1,5
TARIJA,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,0,0,1,1
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,1,4,0,5
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-04-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-05-01,1,1,1,0,0,1,4
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-05-01,16,14,1,0,2,6,39
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-05-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,influenza / pandemica,2014-05-01,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-05-01,26,50,11,22,74,4,187
SUCRE,sospecha diagnostica,influenza / pandemica,2014-05-01,0,0,0,1,4,0,5
TARIJA,sospecha diagnostica,influenza / pandemica,2014-05-01,0,0,0,0,0,1,1
TIRAQUE (CBBA),sospecha diagnostica,influenza / pandemica,2014-05-01,0,0,0,0,0,0,0
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-05-01,10,5,0,1,3,0,19
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2014-05-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-06-01,1,2,0,1,7,7,18
COTOCA,sospecha diagnostica,influenza / pandemica,2014-06-01,0,0,0,0,1,1,2
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-06-01,11,17,4,3,2,6,43
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-06-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,influenza / pandemica,2014-06-01,0,0,0,1,4,0,5
PORONGO,sospecha diagnostica,influenza / pandemica,2014-06-01,0,1,1,0,0,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2014-06-01,1,3,2,4,6,0,16
SAN LORENZO(TJA),sospecha diagnostica,influenza / pandemica,2014-06-01,0,0,0,0,1,0,1
SANTA ANA,sospecha diagnostica,influenza / pandemica,2014-06-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-06-01,39,51,16,33,89,16,244
SUCRE,sospecha diagnostica,influenza / pandemica,2014-06-01,3,3,3,7,41,3,60
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-06-01,3,1,2,4,0,1,11
URIONDO (A. CONCEPCION),sospecha diagnostica,influenza / pandemica,2014-06-01,0,2,1,0,0,0,3
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-06-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2014-06-01,0,0,0,0,0,0,0
CAMIRI,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,2,0,2
COBIJA,sospecha diagnostica,influenza / pandemica,2014-07-01,2,6,0,1,0,0,9
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-07-01,6,9,1,7,40,13,76
COTOCA,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,1,1,3,0,5
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,0,0
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-07-01,9,11,2,2,9,13,46
EL TORNO,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,0,0
ORURO,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,1,2,3
PAILON,sospecha diagnostica,influenza / pandemica,2014-07-01,1,0,0,0,1,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,1,0,2,5,8
PUNATA,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-07-01,41,42,22,33,125,35,298
SUCRE,sospecha diagnostica,influenza / pandemica,2014-07-01,1,20,7,11,100,16,155
TARIJA,sospecha diagnostica,influenza / pandemica,2014-07-01,0,1,0,0,2,1,4
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-07-01,4,0,0,0,3,3,10
VALLEGRANDE,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,1,1
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,0,0
VILLAZON,sospecha diagnostica,influenza / pandemica,2014-07-01,0,0,0,0,0,1,1
CAMIRI,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,2,0,2
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-08-01,5,14,5,9,50,16,99
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,0,0,0
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-08-01,9,8,1,4,7,5,34
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,3,4,0,7
PUNATA,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,0,0,0
SAN IGNACIO DE VELASCO,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,1,0,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-08-01,43,34,19,23,92,24,235
SUCRE,sospecha diagnostica,influenza / pandemica,2014-08-01,1,0,1,2,10,2,16
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-08-01,1,0,0,0,2,1,4
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,0,0,0
WARNES,sospecha diagnostica,influenza / pandemica,2014-08-01,0,0,0,0,1,0,1
CAMIRI,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,2,0,2
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-09-01,1,4,1,3,30,4,43
CUCHUMUELA (V. G. VILLARROEL),sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,0,0,0
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-09-01,4,5,2,3,2,4,20
LA PAZ,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,1,0,1
MIZQUE,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,0,0,0
POTOSI,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,6,4,10
PUNATA,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,0,0,0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-09-01,35,44,13,2,17,5,116
SUCRE,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,1,5,2,8
TRINIDAD,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,1,0,2,0,3
VILA VILA,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,0,0,0
VILLA TUNARI,sospecha diagnostica,influenza / pandemica,2014-09-01,0,0,0,0,0,0,0
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-10-01,1,6,4,2,5,0,18
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-10-01,10,7,2,2,6,6,33
ORURO,sospecha diagnostica,influenza / pandemica,2014-10-01,0,1,0,1,0,0,2
POTOSI,sospecha diagnostica,influenza / pandemica,2014-10-01,0,1,0,0,4,6,11
RURRENABAQUE,sospecha diagnostica,influenza / pandemica,2014-10-01,1,0,0,0,0,0,1
SANTA ANA,sospecha diagnostica,influenza / pandemica,2014-10-01,6,20,2,6,1,0,35
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-10-01,0,2,1,1,2,0,6
SUCRE,sospecha diagnostica,influenza / pandemica,2014-10-01,0,0,0,0,5,1,6
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-11-01,3,0,0,0,1,0,4
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-11-01,23,12,3,4,0,0,42
LA PAZ,sospecha diagnostica,influenza / pandemica,2014-11-01,0,1,0,0,0,0,1
POTOSI,sospecha diagnostica,influenza / pandemica,2014-11-01,0,0,0,0,0,1,1
RIBERALTA,sospecha diagnostica,influenza / pandemica,2014-11-01,2,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-11-01,0,3,0,0,1,0,4
SUCRE,sospecha diagnostica,influenza / pandemica,2014-11-01,0,0,0,0,0,1,1
TARIJA,sospecha diagnostica,influenza / pandemica,2014-11-01,0,0,0,0,0,1,1
BERMEJO,sospecha diagnostica,influenza / pandemica,2014-12-01,0,1,0,0,1,0,2
COCHABAMBA,sospecha diagnostica,influenza / pandemica,2014-12-01,0,0,0,1,16,6,23
EL ALTO,sospecha diagnostica,influenza / pandemica,2014-12-01,15,2,0,2,5,3,27
LA ASUNTA,sospecha diagnostica,influenza / pandemica,2014-12-01,0,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,influenza / pandemica,2014-12-01,1,0,0,0,0,0,1
RURRENABAQUE,sospecha diagnostica,influenza / pandemica,2014-12-01,1,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza / pandemica,2014-12-01,0,1,0,0,0,0,1
